100	0.00016553640365600585
200	9.97626781463623e-05
300	0.00010228951772054037
400	0.00010905742645263672
500	0.00011019706726074218
600	9.925285975138347e-05
700	9.590659822736467e-05
800	0.00010735869407653809
900	0.00010637124379475911
1000	0.00010898685455322266
1100	0.00010143930261785333
1200	0.00010358810424804688
1300	0.00010023098725538987
1400	9.973628180367607e-05
1500	0.00010256735483805339
1600	0.00010667860507965088
1700	0.00010653355542351217
1800	0.00010248846477932401
1900	9.995058963173315e-05
2000	0.00010584092140197753
2100	0.00010107222057524181
2200	0.00010212161324240944
2300	0.00010848532552304475
2400	0.00010652194420496623
2500	9.908132553100586e-05
2600	9.901055922875037e-05
2700	0.00010186530925609448
2800	0.00010022027151925223
2900	9.723424911499023e-05
3000	0.00010060818990071615
3100	0.00010255698234804214
3200	0.00010620802640914917
3300	0.00010133909456657641
3400	0.00010370563058292165
3500	0.00010121570314679827
3600	9.893755118052165e-05
3700	9.931731868434597e-05
3800	9.663236768622147e-05
3900	9.959923915373973e-05
4000	9.80907678604126e-05
4100	0.00010029077529907226
4200	9.763751711164201e-05
4300	0.00010086309078127838
4400	0.00010055449875918302
4500	0.00010248221291436089
4600	9.675352469734524e-05
4700	0.00010298181087412733
4800	9.961446126302083e-05
4900	9.935379028320313e-05
5000	9.791393280029296e-05
5100	9.756256552303538e-05
5200	9.759004299457256e-05
5300	9.879755523969542e-05
5400	9.61362432550501e-05
5500	9.874062104658647e-05
5600	9.550588471548898e-05
5700	9.995439596343459e-05
5800	9.702407080551673e-05
5900	0.00010017766790874934
6000	9.612111250559488e-05
6100	9.783772171520796e-05
6200	9.678156145157353e-05
6300	9.638252712431409e-05
6400	9.578969329595565e-05
6500	9.831795325646034e-05
6600	9.742231080026338e-05
6700	9.856434010747654e-05
6800	9.58189192940207e-05
6900	9.966490925222203e-05
7000	9.761953353881837e-05
7100	9.990950705299915e-05
7200	0.00010503765609529283
7300	9.825494191417956e-05
7400	9.578234440571553e-05
7500	9.59369977315267e-05
7600	9.754231101588199e-05
7700	9.651428693300718e-05
7800	9.560312980260604e-05
7900	9.720959240877176e-05
8000	9.634622931480407e-05
8100	9.591741326414508e-05
8200	9.914793619295446e-05
8300	9.468670350959502e-05
8400	0.00010107256117321195
8500	9.981780893662397e-05
8600	9.7532216892686e-05
8700	9.793914597609948e-05
8800	9.622741829265248e-05
8900	9.648738282450129e-05
9000	9.820013576083713e-05
9100	9.563637303782034e-05
9200	9.781420230865478e-05
9300	9.626057840162708e-05
9400	0.00010133898004572442
9500	9.547577406230726e-05
9600	9.778675933678945e-05
9700	9.996136439215276e-05
9800	9.698529632724061e-05
9900	9.844616206005366e-05
10000	9.511885643005371e-05
