100	3.814697265625e-08
200	2.9802322387695312e-08
300	3.417332967122396e-08
400	3.0994415283203126e-08
500	3.147125244140625e-08
600	3.337860107421875e-08
700	3.0313219342912946e-08
800	3.039836883544922e-08
900	2.887513902452257e-08
1000	3.123283386230469e-08
1100	3.3812089399857954e-08
1200	3.5564104715983074e-08
1300	3.337860107421875e-08
1400	2.997262137276786e-08
1500	3.0676523844401045e-08
1600	3.054738044738769e-08
1700	3.281761618221507e-08
1800	3.086196051703559e-08
1900	3.049248143246299e-08
2000	3.0755996704101563e-08
2100	3.315153576078869e-08
2200	3.229488026012074e-08
2300	3.368958182956861e-08
2400	3.1888484954833986e-08
2500	3.3283233642578125e-08
2600	3.218650817871094e-08
2700	3.3996723316333915e-08
2800	3.01429203578404e-08
2900	3.0501135464372303e-08
3000	2.9087066650390624e-08
3100	3.0456050749747985e-08
3200	3.054738044738769e-08
3300	3.027193474047112e-08
3400	3.2467000624712774e-08
3500	3.0721936907087055e-08
3600	3.0464596218532984e-08
3700	3.2798663989917655e-08
3800	3.0617964895148024e-08
3900	3.1972542787209535e-08
4000	3.629922866821289e-08
4100	3.396010980373475e-08
4200	3.4116563342866447e-08
4300	3.360038579896439e-08
4400	3.2674182545055045e-08
4500	3.253089057074653e-08
4600	3.633291825004246e-08
4700	3.561060479346742e-08
4800	3.293156623840332e-08
4900	3.6395325952646683e-08
5000	3.4093856811523435e-08
5100	3.5342048196231615e-08
5200	3.333275134746845e-08
5300	3.472814020120873e-08
5400	3.426163284866898e-08
5500	2.952055497602983e-08
5600	3.027064459664481e-08
5700	3.019968668619792e-08
5800	3.087109532849542e-08
5900	3.164097414178363e-08
6000	3.166993459065755e-08
6100	3.021271502385374e-08
6200	3.0302232311617945e-08
6300	3.178914388020833e-08
6400	3.0621886253356936e-08
6500	3.216816828801082e-08
6600	3.131953152743253e-08
6700	3.184845198446245e-08
6800	3.134503084070542e-08
6900	3.213467805281929e-08
7000	3.1028475080217634e-08
7100	3.075935471225792e-08
7200	3.082884682549371e-08
7300	3.119037575917701e-08
7400	3.115550891773121e-08
7500	3.2138824462890626e-08
7600	3.143360740260074e-08
7700	3.105634218686587e-08
7800	3.151404551970653e-08
7900	3.2805189301696e-08
8000	3.319978713989258e-08
8100	3.140649677794657e-08
8200	3.221558361518674e-08
8300	3.2918998994022966e-08
8400	3.2527106148856026e-08
8500	3.335055182961856e-08
8600	3.3461770345998366e-08
8700	3.340600550859824e-08
8800	3.1780112873424184e-08
8900	3.203917085454705e-08
9000	3.311369154188368e-08
9100	3.343100076193338e-08
9200	3.327494082243546e-08
9300	3.350678310599378e-08
9400	3.279523646577876e-08
9500	3.450795223838405e-08
9600	3.529091676076253e-08
9700	3.519746446117912e-08
9800	3.561681630660076e-08
9900	3.51366370615333e-08
